Wall time,Step,Value
1539979675.2386208,1,0.06631579995155334
1539982577.3835938,2,0.057894736528396606
1539985489.3850873,3,0.07473684847354889
1539988367.8166847,4,0.08631578832864761
1539991239.038793,5,0.07842105627059937
1539994113.651416,6,0.08157895505428314
1539996986.3723083,7,0.07684210687875748
1539999861.1723406,8,0.07473684847354889
1540002730.4851813,9,0.07526316493749619
1540005602.9984825,10,0.0884210616350174
